class,Forma del sombrero,Textura del sombrero,Color del sombrero,Seta dañada?,Olor,Espacio entre laminas,Tamaño de las laminas,Color de las laminas,Forma del tallo,Raiz,Superficie del tallo,Color del tallo,Tipo del anillo,Color de las esporas,poblacion,habitat
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,blanca,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
comestible,abultada,fibrosa,gris,no,ninguno,abundante,amplio,rosa,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
comestible,plana,lisa,rosa,si,ninguno,cercano,amplio,blanca,agrandado,bulba,liso,blanca,colgante,blanco,solitarios,caminos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,caminos
comestible,plana,lisa,marron,no,ninguno,cercano,amplio,amarillo,agrandado,?,liso,naranja,colgante,ocre,agrupados,hojas
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
venenosa,plana,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,naranja,agrupados,hojas
venenosa,plana,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
comestible,abultada,lisa,gris,no,ninguno,abundante,amplio,rosa,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
comestible,plana,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,naranja,varios,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,rosa,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
comestible,abultada,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,naranja,varios,hojas
venenosa,plana,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,blanca,agrandado,bulba,liso,blanca,colgante,blanco,solitarios,caminos
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,liso,blanca,colgante,blanco,numerosos,pastos
comestible,abultada,lisa,blanca,no,ninguno,abundante,amplio,blanca,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
comestible,acampanada,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,ocre,agrupados,hojas
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,hojas
comestible,abultada,escamosa,marron,no,ninguno,cercano,amplio,blanca,agrandado,bulba,escamoso,marron,colgante,blanco,solitarios,caminos
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,rosa,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,plana,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,hojas
comestible,plana,lisa,marron,no,ninguno,cercano,amplio,amarillo,agrandado,?,liso,naranja,colgante,ocre,varios,hojas
venenosa,plana,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,hojas
comestible,acampanada,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,amarillo,agrupados,hojas
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,caminos
comestible,convexa,lisa,gris,no,ninguno,abundante,amplio,blanca,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,hojas
comestible,acampanada,lisa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
venenosa,convexa,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
comestible,acampanada,fibrosa,gris,no,ninguno,abundante,amplio,blanca,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
comestible,plana,lisa,marron,si,ninguno,cercano,amplio,blanca,agrandado,bulba,liso,blanca,colgante,blanco,varios,caminos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,caminos
venenosa,plana,escamosa,amarillo,no,ninguno,abundante,estrecho,amarillo,agrandado,copa,escamoso,amarillo,evanescente,blanco,agrupados,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,hojas
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,rosa,agrandado,?,liso,blanca,colgante,blanco,numerosos,pastos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,hojas
venenosa,plana,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
comestible,plana,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,amarillo,agrupados,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
venenosa,plana,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
venenosa,plana,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
venenosa,convexa,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,caminos
comestible,convexa,lisa,blanca,no,ninguno,abundante,amplio,rosa,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
comestible,convexa,lisa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
comestible,convexa,fibrosa,blanca,no,ninguno,abundante,amplio,blanca,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,plana,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
comestible,convexa,lisa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
comestible,convexa,fibrosa,blanca,no,ninguno,abundante,amplio,rosa,agrandado,?,liso,blanca,colgante,blanco,numerosos,pastos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,naranja,agrupados,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
comestible,acampanada,lisa,marron,no,ninguno,cercano,amplio,amarillo,agrandado,?,liso,naranja,colgante,ocre,agrupados,hojas
comestible,acampanada,lisa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,marron,agrupados,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
comestible,acampanada,fibrosa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
comestible,acampanada,lisa,gris,no,ninguno,abundante,amplio,rosa,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
venenosa,convexa,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,ocre,agrupados,hojas
comestible,convexa,lisa,blanca,no,ninguno,abundante,amplio,rosa,agrandado,?,liso,blanca,colgante,blanco,numerosos,pastos
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,blanca,agrandado,bulba,escamoso,marron,colgante,blanco,solitarios,caminos
comestible,abultada,lisa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
comestible,convexa,lisa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,amarillo,agrandado,?,liso,naranja,colgante,amarillo,agrupados,hojas
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
comestible,convexa,lisa,blanca,no,ninguno,abundante,amplio,rosa,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
comestible,abultada,fibrosa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
comestible,acampanada,fibrosa,gris,no,ninguno,abundante,amplio,rosa,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
comestible,abultada,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,ocre,varios,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,caminos
venenosa,plana,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
comestible,abultada,lisa,marron,no,ninguno,cercano,amplio,amarillo,agrandado,?,liso,naranja,colgante,marron,varios,hojas
comestible,plana,lisa,rosa,si,ninguno,cercano,amplio,blanca,agrandado,bulba,liso,blanca,colgante,blanco,varios,caminos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
comestible,acampanada,lisa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,caminos
comestible,abultada,lisa,blanca,no,ninguno,abundante,amplio,rosa,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
comestible,plana,lisa,marron,no,ninguno,cercano,amplio,amarillo,agrandado,?,liso,naranja,colgante,ocre,agrupados,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,amarillo,varios,hojas
comestible,convexa,fibrosa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,blanca,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
comestible,convexa,lisa,marron,no,ninguno,cercano,amplio,marron,agrandado,?,liso,naranja,colgante,ocre,varios,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
comestible,convexa,lisa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
comestible,convexa,fibrosa,gris,no,ninguno,abundante,amplio,blanca,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
venenosa,plana,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,bosques
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,bosques
comestible,abultada,lisa,marron,no,ninguno,cercano,amplio,blanca,agrandado,bulba,escamoso,marron,colgante,blanco,solitarios,caminos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
comestible,acampanada,lisa,gris,no,ninguno,abundante,amplio,gris,agrandado,?,liso,blanca,colgante,blanco,dispersos,pastos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,blanca,evanescente,blanco,varios,caminos
comestible,abultada,fibrosa,gris,no,ninguno,abundante,amplio,blanca,agrandado,?,sedoso,blanca,colgante,blanco,numerosos,pastos
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,hojas
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,blanca,evanescente,blanco,varios,hojas
venenosa,abultada,escamosa,marron,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,caminos
venenosa,abultada,lisa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,liso,rosa,evanescente,blanco,varios,bosques
comestible,abultada,fibrosa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,liso,blanca,colgante,blanco,numerosos,pastos
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
venenosa,abultada,escamosa,rojo,no,mal_olor,cercano,estrecho,ocre,disminuido,?,sedoso,rosa,evanescente,blanco,varios,bosques
comestible,acampanada,fibrosa,blanca,no,ninguno,abundante,amplio,gris,agrandado,?,sedoso,blanca,colgante,blanco,dispersos,pastos
